Strain Amplitude (%),Material,Heat Treatment,Cycle,Relative Cycle,eIP (%),sigmayT (MPa),sigma dot _T (GPa),Wp (kJ/m3),We+ (kJ/m3),sigmaMT (MPa),sigmaMC (MPa)
0.6,1,300,134,0.120287253,0.46865,-30.80900636,29.57943861,0.080052217,0.05957611,258.2936283,-236.0102306
0.6,1,300,205,0.184021544,0.501719,-40.06475424,28.98766586,0.079735759,0.060660252,263.0413474,-237.4019224
0.6,1,300,313,0.280969479,0.470562,-14.40239442,31.96833142,0.078665417,0.062479286,266.5254757,-241.0177806
0.6,1,300,478,0.429084381,0.332227,-11.28246472,32.9166352,0.078027529,0.064586978,271.1904554,-242.1568993
0.6,1,300,557,0.5,0.497298,-23.82877423,32.27273886,0.077727537,0.064978129,272.4616669,-243.205295
0.6,1,300,730,0.65529623,0.499816,-21.91103393,33.22126753,0.077101294,0.065311271,273.7339671,-245.1580181
0.6,1,300,1114,1,0.0614739,-26.75357677,33.01978352,0.078845996,0.061529233,267.2886381,-248.1645803
0.8,1,400,3,0.004231312,-0.0230861,-77.9598,18.02364642,0.073682056,0.047984522,234.91224,-179.95644
0.8,1,400,4,0.005641749,0.0337029,-80.87436,18.61453454,0.07484368,0.049561726,238.51836,-185.08932
0.8,1,400,6,0.008462623,0.0722742,-87.33456,18.34582632,0.086599047,0.052549052,246.72816,-191.8962
0.8,1,400,9,0.012693935,0.171757,-83.41848,17.16677688,0.100303598,0.057269217,254.17872,-199.50948
0.8,1,400,14,0.019746121,0.225096,-69.1344,16.27808795,0.117778349,0.060121373,263.47716,-207.89892
0.8,1,400,21,0.029619182,0.272951,-61.89912,15.91229405,0.132093712,0.064448416,270.08316,-214.96752
0.8,1,400,31,0.043723554,0.547695,-53.44308,15.1924507,0.141765198,0.066197806,275.89572,-220.55688
0.8,1,400,46,0.064880113,0.590372,-55.5642,14.63557327,0.145833415,0.068454522,278.6904,-223.00164
0.8,1,400,68,0.095909732,0.533423,-55.28052,14.86078913,0.146574309,0.070377334,282.19752,-224.69328
0.8,1,400,100,0.141043724,0.501032,-53.25768,14.92092691,0.144505992,0.072018682,285.22044,-228.16548
0.8,1,400,148,0.208744711,0.623784,-48.76416,15.4388802,0.140889729,0.074101705,291.29256,-229.74768
0.8,1,400,219,0.308885755,0.588498,-42.9624,15.58676475,0.138221376,0.076915772,297.99468,-232.91028
0.8,1,400,324,0.456981664,0.65341,-36.72684,16.08784664,0.134441029,0.081885415,305.59068,-235.19772
0.8,1,400,354,0.499294781,0.484433,-36.15804,16.34927316,0.133430566,0.08279711,306.15372,-236.22012
0.8,1,400,479,0.675599436,0.620694,-46.95804,16.61088443,0.129532527,0.086103911,311.139,-238.36032
0.8,1,400,709,1,0.656557,-34.65072,17.60700135,0.120204337,0.081731396,292.40712,-241.69788
0.4,1,400,3,0.000363152,0.238504,-55.57457388,55.91474028,0.010461025,0.023692116,171.8433443,-157.5897804
0.4,1,400,5,0.000605254,0.256886,-55.398454,51.35137971,0.011813194,0.02658868,180.6536251,-160.789232
0.4,1,400,9,0.001089456,0.196695,-56.69416759,49.70151285,0.014190962,0.030232263,191.7391746,-165.4973128
0.4,1,400,16,0.001936812,0.30293,-48.98669017,44.40108353,0.017212824,0.034084714,203.4198879,-169.9846187
0.4,1,400,28,0.00338942,0.321383,-41.92296128,39.79438964,0.020128378,0.03736454,212.1558625,-174.8809656
0.4,1,400,50,0.006052536,0.308151,-45.12491354,36.16163313,0.021396376,0.038284457,215.652896,-178.1293592
0.4,1,400,89,0.010773514,0.329399,-45.34068718,35.34481236,0.02230244,0.039234613,218.5272581,-180.0595331
0.4,1,400,157,0.019004963,0.0435066,-34.27932285,35.86500141,0.021975231,0.039733765,220.0848295,-183.0042717
0.4,1,400,277,0.03353105,0.332675,-35.90451993,36.88785084,0.021464337,0.04128483,225.1530094,-187.4079832
0.4,1,400,488,0.059072751,0.345144,-27.86262909,38.03701127,0.021174694,0.04303586,230.7338304,-181.333455
0.4,1,400,859,0.103982569,0.309844,-21.78402834,41.07584736,0.019383924,0.043245395,232.3260541,-193.2703101
0.4,1,400,1513,0.18314974,0.324078,-41.61001804,39.88498532,0.018490682,0.043852753,233.9954419,-199.3994962
0.4,1,400,2664,0.322479119,0.337644,-36.10028807,39.21844937,0.018501741,0.0450118,237.6678807,-194.7850125
0.4,1,400,4130,0.499939475,0.320129,-46.18663418,40.54910694,0.018081727,0.045116749,238.654938,-200.6898512
0.4,1,400,4691,0.567848929,0.26351,-44.7355207,40.36477507,0.01777695,0.045371466,237.5814284,-203.5077692
0.4,1,400,8261,1,0.292659,-74.32973329,45.43845027,0.017985719,0.012112581,86.74922123,-201.2378591
0.4,1,400,3,0.000488679,0.195403,-0.682878132,62.74179602,0.003449817,0.016095151,142.9798366,-151.3600016
0.4,1,400,5,0.000814465,0.11775,-87.76436074,58.68101985,0.005193294,0.018286454,152.722071,-157.9165131
0.4,1,400,8,0.001303144,0.183291,-40.81383382,55.92234744,0.008430685,0.022338427,168.1026891,-160.5805234
0.4,1,400,15,0.002443395,0.277443,-69.49182055,50.38852679,0.013064938,0.029004501,189.8993993,-164.9572919
0.4,1,400,26,0.004235217,0.294213,-32.25900855,44.97769846,0.017991723,0.03515,206.8030291,-170.6734465
0.4,1,400,45,0.007330184,0.32444,-67.43161414,36.16047811,0.020876928,0.038165327,215.7977996,-174.7664955
0.4,1,400,78,0.012705652,0.33319,-56.47961163,34.68266428,0.022460713,0.039990277,220.8511021,-177.985343
0.4,1,400,135,0.021990552,0.334797,-47.05566154,34.89196023,0.022689094,0.040669728,223.1590229,-180.8585424
0.4,1,400,233,0.037954064,0.0161934,-35.38046249,36.11110403,0.021771788,0.040818129,225.9184465,-183.531194
0.4,1,400,403,0.065645871,0.317101,-24.82782749,38.07273549,0.020977094,0.042465806,229.4472971,-188.7623612
0.4,1,400,695,0.113210621,0.300741,-22.02400971,39.53961255,0.020014935,0.043572967,233.8154243,-194.00505
0.4,1,400,1198,0.195145789,0.331473,-21.83170698,40.78954974,0.018852543,0.044339985,236.8888116,-198.2399587
0.4,1,400,2065,0.336374002,0.333104,-32.7571018,40.81076052,0.018279706,0.045028255,238.8377625,-201.0969559
0.4,1,400,3069,0.499918554,0.298839,-33.96705,41.49795936,0.009968884,0.046184623,241.006704,-202.4093384
0.4,1,400,3561,0.580061899,0.331373,-33.9468872,41.59219186,0.017537567,0.045833317,241.5338173,-204.7575848
0.4,1,400,6138,0.999837107,0.024848,-51.48355709,44.87848151,0.014244245,0.013398674,86.44009665,-199.9008696
0.6,1,400,3,0.00233827,0.308929,-84.72437866,35.94440433,0.025754035,0.036511209,207.4079651,-164.6435281
0.6,1,400,4,0.003117693,0.325527,-63.6096718,35.02096731,0.027715283,0.038737672,214.2017986,-167.6643958
0.6,1,400,7,0.005455963,0.366902,-83.84182191,30.60700566,0.036752718,0.043585671,227.5267659,-175.5578608
0.6,1,400,10,0.007794232,0.397058,-81.70172873,27.46103467,0.04498024,0.046790184,234.746907,-181.5739322
0.6,1,400,16,0.012470772,0.0116301,-70.79416851,25.09110594,0.056013265,0.050648445,243.4352434,-190.5071459
0.6,1,400,26,0.020265004,0.122719,-69.11602748,21.81076164,0.065210472,0.054183561,251.5710906,-199.3434068
0.6,1,400,40,0.031176929,0.496478,-48.59587015,21.28521928,0.072024814,0.055708869,256.7352595,-204.3678494
0.6,1,400,62,0.04832424,0.234542,-49.40286066,20.42881969,0.071311835,0.057337413,260.1963363,-208.2662836
0.6,1,400,95,0.074045207,0.309167,-48.83005424,20.54302528,0.071799726,0.059472291,264.6625867,-209.9319491
0.6,1,400,147,0.114575214,0.405741,-45.11625828,21.09174845,0.070626681,0.061505108,270.0883859,-212.5243705
0.6,1,400,227,0.176929072,0.50529,-39.5706937,21.92897908,0.068422628,0.064626818,277.0497483,-215.4889199
0.6,1,400,350,0.272798129,0.504341,-32.70910012,22.83475746,0.065517316,0.068569812,285.7651745,-216.9396493
0.6,1,400,539,0.420109119,0.503807,-37.62914014,23.9011839,0.062617375,0.074009324,295.9238447,-219.5983693
0.6,1,400,641,0.499610288,0.475936,-34.26195088,24.56078056,0.061184495,0.075764457,300.1609012,-221.1767059
0.6,1,400,832,0.648480125,0.235,-31.88350321,25.13209635,0.059539064,0.077702096,303.8943016,-223.8322179
0.6,1,400,1282,0.999220577,0.505495,-29.07375762,24.32401687,0.068098018,0.069373596,284.7460995,-223.4914569
0.8,1,400,3,0.005514706,0.0251579,-94.34938251,18.15651394,0.07753445,0.048013274,238.9599028,-187.2833429
0.8,1,400,4,0.007352941,0.0280285,-84.9655647,18.56564614,0.08076855,0.049631548,243.6448065,-192.4938208
0.8,1,400,6,0.011029412,0.147991,-78.8099153,18.52236677,0.093148711,0.052759369,251.9900493,-199.7933037
0.8,1,400,9,0.016544118,0.247612,-73.49813053,18.06740078,0.108139978,0.057123894,260.2167415,-207.0392593
0.8,1,400,13,0.023897059,0.270362,-68.26106856,17.29338224,0.122588848,0.060646624,268.0856265,-214.2873703
0.8,1,400,19,0.034926471,0.32382,-61.03774539,16.49315722,0.137532967,0.063830117,275.4824646,-220.9711087
0.8,1,400,27,0.049632353,0.43685,-65.66337373,15.70569648,0.147151461,0.066876793,281.1825924,-226.1068638
0.8,1,400,40,0.073529412,0.451741,-53.33052028,15.23715976,0.155115778,0.069290769,287.0289325,-230.3524117
0.8,1,400,58,0.106617647,0.52012,-52.092924,14.89391426,0.15616831,0.071101444,291.2227493,-231.8159726
0.8,1,400,84,0.154411765,0.519991,-48.65136455,14.92502994,0.155291627,0.07471087,297.2372158,-232.5337425
0.8,1,400,123,0.226102941,0.48409,-57.55199889,15.1541352,0.152570126,0.078586533,304.9624031,-232.7906021
0.8,1,400,178,0.327205882,0.44683,-51.16894791,15.13670943,0.148360588,0.082927256,312.9232546,-233.711345
0.8,1,400,258,0.474264706,0.408349,-44.65944297,15.51868531,0.144014169,0.087162086,320.1706471,-235.9174637
0.8,1,400,272,0.5,0.270448,-59.46892596,15.54996897,0.143370199,0.088004504,320.9742764,-236.4290274
0.8,1,400,375,0.689338235,0.403638,-55.31175205,15.83770328,0.13898382,0.089785705,324.1726275,-239.4193762
0.8,1,400,544,1,0.339284,-36.34653214,16.47210151,0.139580588,0.081342462,300.937431,-243.8197584
1.2,1,400,3,0.015075377,0.606208,-87.00436768,10.01071749,0.335793693,0.068512422,285.2573309,-239.2198943
1.2,1,400,4,0.020100503,0.659437,-84.98204393,10.07887295,0.345364135,0.070465603,291.1131804,-243.7133098
1.2,1,400,5,0.025125628,0.712309,-83.15112765,9.954369064,0.353286547,0.074080576,294.9044101,-247.0604313
1.2,1,400,7,0.035175879,0.780134,-83.10453033,9.751708865,0.366395454,0.076241245,299.8279548,-251.4416548
1.2,1,400,9,0.045226131,0.845795,-82.26255258,9.84376761,0.374086508,0.078920476,303.4335121,-254.0722528
1.2,1,400,13,0.065326633,0.869951,-69.76945229,9.560726418,0.385519469,0.08053813,307.94019,-258.1430665
1.2,1,400,18,0.090452261,0.891972,-71.59642573,9.501957908,0.395530956,0.081724993,310.9070056,-261.8765872
1.2,1,400,24,0.120603015,0.909586,-71.74051899,9.384761101,0.400951718,0.081722582,312.0808996,-264.5351436
1.2,1,400,32,0.16080402,0.922608,-71.94017059,9.421714534,0.402772999,0.081932737,312.0859178,-266.8764798
1.2,1,400,44,0.221105528,0.926304,-70.99747093,9.514053565,0.400976288,0.083439344,312.1411177,-268.8213803
1.2,1,400,60,0.301507538,0.927329,-68.94360439,9.714664467,0.395790237,0.082694703,312.6565558,-270.8064262
1.2,1,400,80,0.40201005,0.927587,-67.15139972,9.96362335,0.388938876,0.083080282,314.1433688,-272.7624384
1.2,1,400,99,0.497487437,0.924902,-66.18468452,10.15159581,0.38369469,0.084718365,315.6129766,-274.909858
1.2,1,400,109,0.547738693,0.927305,-64.35986173,10.25030557,0.382384304,0.085958304,316.5879359,-275.5192076
1.2,1,400,147,0.738693467,0.925374,-62.77125152,10.63900057,0.374705826,0.089078577,319.5712398,-278.7265371
1.2,1,400,199,1,0.918679,-59.88580201,11.05600608,0.364104101,0.089612562,317.3757891,-281.7646824
1.2,1,400,3,0.018867925,0.605135,-79.40669995,8.807499681,0.322467832,0.103585384,344.8898698,-230.1697884
1.2,1,400,5,0.031446541,0.586305,-81.83375623,8.723429282,0.331242771,0.102697624,345.7430756,-235.701077
1.2,1,400,7,0.044025157,0.649886,-72.81276598,8.795785719,0.343075205,0.102187893,346.5707751,-238.8146496
1.2,1,400,9,0.056603774,0.750833,-76.37503508,8.626937603,0.349878358,0.103068016,346.4198924,-242.0992227
1.2,1,400,12,0.075471698,0.726247,-78.90842774,8.520352572,0.359144822,0.10407471,345.6370985,-245.9930745
1.2,1,400,16,0.100628931,0.833979,-81.94943298,8.56317388,0.37210993,0.102527018,346.2248226,-249.213702
1.2,1,400,21,0.132075472,0.767326,-71.22131256,8.55563953,0.375628909,0.103045633,344.9757292,-251.8534311
1.2,1,400,29,0.182389937,0.863495,-73.28301711,8.668950702,0.380075213,0.103695067,345.0892505,-254.8994657
1.2,1,400,38,0.238993711,0.919461,-73.93468675,8.671448069,0.381821805,0.102791403,344.3592656,-256.4553539
1.2,1,400,51,0.320754717,0.827436,-73.26649186,8.853238556,0.379611248,0.103403372,345.6245249,-258.8274458
1.2,1,400,67,0.421383648,0.827436,-73.30780499,8.993405414,0.377838895,0.104476236,346.4813232,-259.0031164
1.2,1,400,79,0.496855346,0.78032,-71.26047022,9.117623667,0.373825865,0.104607423,345.9298828,-259.6558638
1.2,1,400,90,0.566037736,0.826211,-71.28669507,9.140307944,0.372704581,0.106213127,347.1631694,-261.4161621
1.2,1,400,119,0.748427673,0.827894,-69.061175,9.416063514,0.365299861,0.104890376,345.2609694,-263.4652931
1.2,1,400,158,0.993710692,0.828533,-66.39881353,9.796466742,0.355673636,0.103183305,338.778042,-263.7979536
1,1,400,3,0.007792208,0.405698,-78.98350986,12.60814412,0.201055014,0.061069193,266.9359548,-217.4977957
1,1,400,4,0.01038961,0.417728,-76.67356731,12.67831293,0.206358844,0.064409774,271.5511698,-221.1685566
1,1,400,6,0.015584416,0.580449,-65.2014514,12.65061657,0.219563463,0.067669401,280.1026274,-227.1244723
1,1,400,8,0.020779221,0.672889,-67.71652259,12.49420622,0.232057386,0.069401441,285.8595215,-230.5822012
1,1,400,12,0.031168831,0.699086,-68.1091769,11.98218166,0.24182417,0.073193706,291.8290884,-235.7700519
1,1,400,16,0.041558442,0.648837,-69.39311697,11.88372941,0.249010535,0.07479861,294.9746338,-238.9199083
1,1,400,24,0.062337662,0.749378,-60.63293828,11.61006869,0.25906764,0.076297201,299.5826638,-243.3652005
1,1,400,33,0.085714286,0.762043,-61.7383338,11.2858139,0.262736757,0.077482881,300.0931504,-246.5879835
1,1,400,48,0.124675325,0.763316,-60.70514644,11.70639636,0.259792773,0.078633124,300.5483132,-248.2491304
1,1,400,67,0.174025974,0.730634,-59.09249759,11.89236528,0.257903874,0.079907376,302.097735,-249.8739935
1,1,400,96,0.249350649,0.766754,-56.5637751,12.01573987,0.253295985,0.079527707,305.0701246,-252.0959211
1,1,400,136,0.353246753,0.690608,-54.73198707,12.25993783,0.246697516,0.080964505,308.1118483,-254.8692892
1,1,400,192,0.498701299,0.763693,-50.20370934,12.61524064,0.24237049,0.085517848,312.7960382,-257.8197648
1,1,400,272,0.706493506,0.763116,-46.25309687,13.07834989,0.234511984,0.087189028,315.9997812,-261.6234462
1,1,400,384,0.997402597,0.725555,-34.59428156,14.2611957,0.258490166,0.082242644,292.5544032,-263.326984
